state,agencyType,agencyName,race,religion,sexOrientation,disability,gender,genderIdentity,population
Alabama,Total,,8,1,0,0,0,0,0
Alabama,Cities,,7,1,0,0,0,0,0
Alabama,Cities,Hoover,5,1,0,0,0,0,85634
Alabama,Cities,Ozark,2,0,0,0,0,0,14559
Alabama,Universities and Colleges,,1,0,0,0,0,0,0
Alabama,Universities and Colleges,Jacksonville State University,1,0,0,0,0,0,8514
Alaska,Total,,3,1,0,0,0,0,0
Alaska,Cities,,3,0,0,0,0,0,0
Alaska,Cities,Anchorage,1,0,0,0,0,0,296188
Alaska,Cities,Juneau,2,0,0,0,0,0,32344
Alaska,State Police Agencies,,0,1,0,0,0,0,0
Alaska,State Police Agencies,Alaska State Troopers,0,1,0,0,0,0,0
Arizona,Total,,168,48,55,5,0,12,0
Arizona,Cities,,160,47,52,5,0,12,0
Arizona,Cities,Avondale,0,0,1,0,0,0,84041
Arizona,Cities,Chandler,1,0,0,0,0,0,249355
Arizona,Cities,Cottonwood,1,0,0,0,0,0,12116
Arizona,Cities,El Mirage,1,0,0,0,0,0,35611
Arizona,Cities,Gilbert,2,1,0,0,0,0,242090
Arizona,Cities,Glendale,3,2,0,0,0,0,249273
Arizona,Cities,Mesa,4,1,0,0,0,0,492268
Arizona,Cities,Page,1,0,0,0,0,0,7632
Arizona,Cities,Phoenix2,142,41,44,4,0,12,1644177
Arizona,Cities,Scottsdale,2,1,1,0,0,0,251840
Arizona,Cities,St. Johns,2,0,0,0,0,0,3581
Arizona,Cities,Tucson,0,1,3,1,0,0,532323
Arizona,Cities,Wickenburg,0,0,1,0,0,0,6979
Arizona,Cities,Yuma,1,0,2,0,0,0,95522
Arizona,Universities and Colleges,,1,1,1,0,0,0,0
Arizona,Universities and Colleges,University of Arizona,1,1,1,0,0,0,43161
Arizona,Metropolitan Counties,,5,0,2,0,0,0,0
Arizona,Metropolitan Counties,Maricopa,1,0,2,0,0,0,0
Arizona,Metropolitan Counties,Mohave,1,0,0,0,0,0,0
Arizona,Metropolitan Counties,Pima,2,0,0,0,0,0,0
Arizona,Metropolitan Counties,Yuma,1,0,0,0,0,0,0
Arizona,Nonmetropolitan Counties,,2,0,0,0,0,0,0
Arizona,Nonmetropolitan Counties,Apache,2,0,0,0,0,0,0
Arkansas,Total,,5,0,1,1,0,0,0
Arkansas,Cities,,5,0,1,0,0,0,0
Arkansas,Cities,Benton,1,0,0,0,0,0,36702
Arkansas,Cities,Fayetteville,0,0,1,0,0,0,85592
Arkansas,Cities,Fort Smith,4,0,0,0,0,0,88437
Arkansas,Nonmetropolitan Counties,,0,0,0,1,0,0,0
Arkansas,Nonmetropolitan Counties,Boone,0,0,0,1,0,0,0
California,Total,,603,207,248,4,4,29,0
California,Cities,,524,187,217,4,4,26,0
California,Cities,Adelanto,1,0,1,0,0,0,33693
California,Cities,Alameda,6,1,2,1,0,0,79761
California,Cities,Albany2,1,0,2,0,0,0,19880
California,Cities,Alhambra,1,0,0,0,0,1,85865
California,Cities,Aliso Viejo,1,0,0,0,0,0,51984
California,Cities,Anaheim,0,0,1,0,0,0,353400
California,Cities,Antioch,1,0,0,0,0,0,112252
California,Cities,Apple Valley,0,1,0,0,0,0,73105
California,Cities,Arcata,1,0,1,0,0,0,18054
California,Cities,Atwater,1,0,0,0,0,1,29442
California,Cities,Azusa,2,0,0,0,0,0,50202
California,Cities,Bakersfield,4,0,3,0,0,0,381154
California,Cities,Bell,0,1,0,0,0,0,35925
California,Cities,Bellflower,0,1,0,0,0,0,77984
California,Cities,Bell Gardens,1,0,0,0,0,0,42930
California,Cities,Belmont,0,1,0,0,0,0,27285
California,Cities,Benicia,1,0,0,0,0,0,28370
California,Cities,Berkeley,13,4,6,0,0,0,122687
California,Cities,Beverly Hills,2,0,0,0,0,0,34781
California,Cities,Brentwood,1,0,0,0,0,1,62120
California,Cities,Buena Park,1,0,0,0,0,0,83552
California,Cities,Burbank,1,6,1,0,0,0,104622
California,Cities,Camarillo,1,0,0,0,0,0,67714
California,Cities,Capitola,1,0,0,0,0,0,10222
California,Cities,Carlsbad,4,2,1,0,0,0,115344
California,Cities,Carson,0,1,0,0,0,0,92992
California,Cities,Central Marin,0,2,0,0,0,0,35060
California,Cities,Chico,1,0,0,0,0,0,92459
California,Cities,Chino,5,0,1,0,0,0,89420
California,Cities,Chino Hills,1,0,0,0,0,0,79480
California,Cities,Citrus Heights,1,0,1,0,0,0,88126
California,Cities,Clearlake,0,1,1,0,0,0,15018
California,Cities,Colma,0,0,1,0,0,0,1520
California,Cities,Concord,0,0,1,0,0,0,129789
California,Cities,Corcoran,1,0,0,0,0,0,22345
California,Cities,Corning,1,0,0,0,0,0,7511
California,Cities,Corona,1,0,1,0,0,0,169164
California,Cities,Costa Mesa,2,0,0,0,0,0,113267
California,Cities,Covina,0,0,1,0,0,0,48674
California,Cities,Crescent City,1,0,0,0,0,0,6529
California,Cities,Daly City,0,0,1,0,0,0,107355
California,Cities,Davis,4,3,0,0,0,0,68540
California,Cities,Desert Hot Springs,1,0,0,0,0,0,28717
California,Cities,Duarte,2,0,0,0,0,0,21877
California,Cities,Dublin,1,0,0,0,0,0,62235
California,Cities,East Palo Alto,0,1,0,0,0,0,29933
California,Cities,El Cajon,4,0,2,0,0,0,104447
California,Cities,Elk Grove,4,0,0,0,0,0,172620
California,Cities,El Monte,2,0,1,0,0,0,116168
California,Cities,El Segundo,1,0,0,0,0,0,16932
California,Cities,Escondido,5,0,0,0,0,0,152845
California,Cities,Fairfield,3,0,0,0,0,0,116372
California,Cities,Fontana,0,2,1,0,0,0,211782
California,Cities,Fort Bragg,2,1,0,0,0,0,7289
California,Cities,Foster City,0,1,0,0,0,0,34808
California,Cities,Fremont,1,1,0,0,0,0,236368
California,Cities,Fresno,7,1,4,0,0,1,526371
California,Cities,Garden Grove,7,0,0,0,0,1,175466
California,Cities,Glendora,1,0,0,0,0,0,52133
California,Cities,Goleta,1,0,0,0,0,0,31000
California,Cities,Gonzales,1,0,0,0,0,0,8508
California,Cities,Hayward,3,1,0,0,0,0,161417
California,Cities,Hesperia,3,0,0,0,0,0,94292
California,Cities,Highland,1,0,0,0,0,0,55229
California,Cities,Hollister,1,0,0,0,0,0,38310
California,Cities,Huntington Beach,2,0,0,0,0,0,202244
California,Cities,Huntington Park,1,1,0,0,0,0,59004
California,Cities,Indio,1,0,0,0,0,0,90055
California,Cities,Inglewood,2,0,0,0,0,0,110811
California,Cities,Irvine,4,0,0,0,0,0,276115
California,Cities,La Canada Flintridge,0,0,0,0,3,0,20480
California,Cities,Laguna Beach,2,0,0,0,0,0,23261
California,Cities,La Habra,1,0,0,0,0,0,61878
California,Cities,Lake Elsinore,0,1,0,0,0,0,66136
California,Cities,Lakeport,0,0,1,0,0,0,4775
California,Cities,Lakewood,7,0,0,0,0,0,81317
California,Cities,La Mesa,1,0,1,0,0,0,60425
California,Cities,Lancaster,5,0,2,0,0,0,160653
California,Cities,Lemon Grove,1,0,0,0,0,0,27113
California,Cities,Livermore,2,0,0,0,0,0,90485
California,Cities,Lodi,1,0,0,0,0,0,65042
California,Cities,Loma Linda,1,0,0,0,0,0,24265
California,Cities,Lomita,1,0,0,0,0,0,20764
California,Cities,Long Beach,8,3,6,0,0,0,471397
California,Cities,Los Angeles,126,43,82,0,1,11,4007147
California,Cities,Los Gatos,0,1,0,0,0,0,30720
California,Cities,Malibu,2,0,0,0,0,0,12918
California,Cities,Manhattan Beach,0,0,1,0,0,0,35843
California,Cities,Manteca,2,2,0,0,0,0,78564
California,Cities,Martinez,2,4,0,1,0,0,38619
California,Cities,Marysville,3,0,0,0,0,0,12275
California,Cities,Menifee,1,0,0,0,0,0,90403
California,Cities,Merced,1,0,0,0,0,0,83180
California,Cities,Modesto,6,1,3,0,0,0,213677
California,Cities,Monterey,1,0,1,0,0,0,28584
California,Cities,Monterey Park,3,1,0,0,0,0,61210
California,Cities,Moreno Valley,1,0,2,0,0,0,207418
California,Cities,Murrieta,1,0,0,0,0,0,113016
California,Cities,National City,1,0,0,0,0,0,61574
California,Cities,Newark,2,1,0,0,0,0,46360
California,Cities,Newport Beach,1,0,0,0,0,0,86910
California,Cities,Norco,0,1,0,0,0,0,26654
California,Cities,Norwalk,1,0,1,0,0,0,106278
California,Cities,Novato,2,0,0,0,0,0,56698
California,Cities,Oakland,9,7,2,0,0,0,424915
California,Cities,Oceanside,4,1,1,0,0,0,176815
California,Cities,Ontario,1,0,0,1,0,0,174724
California,Cities,Orange,1,0,0,0,0,0,141130
California,Cities,Orland,1,0,0,0,0,0,7624
California,Cities,Oxnard,2,4,1,0,0,0,209513
California,Cities,Pacifica,1,0,1,0,0,0,39353
California,Cities,Pacific Grove,0,1,0,0,0,0,15716
California,Cities,Palmdale,3,0,0,0,0,0,158094
California,Cities,Palm Springs,0,0,3,0,0,0,48193
California,Cities,Palo Alto,2,3,0,0,0,0,67441
California,Cities,Paradise,1,0,0,0,0,0,26610
California,Cities,Pasadena,1,1,0,0,0,1,142891
California,Cities,Petaluma,5,1,2,0,0,0,60957
California,Cities,Pico Rivera,0,0,2,0,0,1,63746
California,Cities,Piedmont,1,1,0,0,0,0,11464
California,Cities,Placentia,1,0,0,0,0,0,52437
California,Cities,Pleasant Hill,0,1,0,0,0,0,35136
California,Cities,Pomona,1,1,1,0,0,0,153066
California,Cities,Rancho Cordova,2,0,0,0,0,0,73607
California,Cities,Red Bluff,0,0,1,0,0,0,14169
California,Cities,Redding,11,0,4,0,0,0,92127
California,Cities,Redlands,1,1,0,0,0,0,71707
California,Cities,Redwood City,2,0,0,0,0,0,86353
California,Cities,Reedley,0,1,0,0,0,0,25794
California,Cities,Rialto,1,0,0,0,0,0,103980
California,Cities,Richmond,3,0,2,0,0,0,110804
California,Cities,Riverside,4,4,0,0,0,0,328023
California,Cities,Roseville,12,6,1,0,0,0,135028
California,Cities,Sacramento,2,2,0,0,0,1,499997
California,Cities,Salinas,0,0,1,0,0,0,158313
California,Cities,San Bernardino,4,0,4,0,0,0,217259
California,Cities,San Clemente,1,0,0,0,0,0,65596
California,Cities,San Diego,17,12,11,0,0,1,1424116
California,Cities,San Fernando,0,1,0,0,0,0,24899
California,Cities,San Francisco,19,8,12,0,0,4,881255
California,Cities,San Gabriel,1,1,0,0,0,0,40531
California,Cities,San Jacinto,1,0,0,0,0,0,47932
California,Cities,San Jose,26,11,7,0,0,1,1037529
California,Cities,San Leandro,6,0,3,1,0,0,91386
California,Cities,San Luis Obispo,2,2,1,0,0,0,47934
California,Cities,San Marcos,1,1,0,0,0,0,97290
California,Cities,San Mateo,2,0,0,0,0,0,105090
California,Cities,San Rafael,3,0,0,0,0,0,59144
California,Cities,San Ramon,2,1,0,0,0,0,76325
California,Cities,Santa Ana,1,2,0,0,0,0,335699
California,Cities,Santa Clara,1,0,0,0,0,0,127538
California,Cities,Santa Clarita,5,5,3,0,0,0,216350
California,Cities,Santa Cruz,5,1,3,0,0,0,65132
California,Cities,Santa Monica,2,0,1,0,0,0,92935
California,Cities,Santa Rosa,1,0,1,0,0,0,176361
California,Cities,Santee,1,0,0,0,0,0,58563
California,Cities,Simi Valley,0,2,1,0,0,0,126635
California,Cities,South Gate,1,0,0,0,0,0,95717
California,Cities,South Lake Tahoe,1,0,4,0,0,0,21768
California,Cities,South San Francisco,1,0,1,0,0,0,67533
California,Cities,St. Helena,2,0,0,0,0,0,6210
California,Cities,Stockton,2,3,1,0,0,0,309566
California,Cities,Sunnyvale,1,0,0,0,0,1,154919
California,Cities,Taft,1,0,0,0,0,0,9393
California,Cities,Thousand Oaks,0,1,0,0,0,0,129240
California,Cities,Torrance,4,0,1,0,0,0,147482
California,Cities,Turlock,3,0,0,0,0,0,73488
California,Cities,Tustin,1,0,0,0,0,0,81246
California,Cities,Union City,2,0,0,0,0,0,76311
California,Cities,Vacaville,2,2,0,0,0,0,99293
California,Cities,Ventura,4,0,0,0,0,0,110006
California,Cities,Vernon,0,1,0,0,0,0,113
California,Cities,Victorville,1,0,1,0,0,0,123284
California,Cities,Visalia,1,0,0,0,0,0,132143
California,Cities,Vista,4,1,1,0,0,0,103004
California,Cities,Walnut,1,0,0,0,0,0,30189
California,Cities,West Covina,0,3,0,0,0,0,108128
California,Cities,West Hollywood,5,0,4,0,0,0,37093
California,Cities,Westminster,2,2,0,0,0,0,91863
California,Cities,Wildomar,1,0,0,0,0,0,36683
California,Cities,Windsor,0,0,1,0,0,0,27679
California,Cities,Yorba Linda,0,1,0,0,0,0,68889
California,Cities,Yucca Valley,1,0,0,0,0,0,21806
California,Universities and Colleges,,19,7,6,0,0,0,0
California,Universities and Colleges,California State University:,,,,,,,0
California,Universities and Colleges,Dominguez Hills,2,0,0,0,0,0,14731
California,Universities and Colleges,Long Beach,1,2,0,0,0,0,37776
California,Universities and Colleges,Monterey Bay,1,0,1,0,0,0,7274
California,Universities and Colleges,San Bernardino,1,0,0,0,0,0,20767
California,Universities and Colleges,Riverside Community College,2,0,0,0,0,0,38677
California,Universities and Colleges,San Diego State University,0,1,0,0,0,0,34688
California,Universities and Colleges,San Francisco State University,0,0,1,0,0,0,29045
California,Universities and Colleges,State Center Community College District,3,0,0,0,0,0,39661
California,Universities and Colleges,University of California:  ,,,,,,,0
California,Universities and Colleges,Berkeley ,3,0,2,0,0,0,40154
California,Universities and Colleges,Los Angeles ,3,1,1,0,0,0,43548
California,Universities and Colleges,San Diego ,0,0,1,0,0,0,34979
California,Universities and Colleges,San Francisco,0,2,0,0,0,0,3145
California,Universities and Colleges,Santa Barbara,2,0,0,0,0,0,24346
California,Universities and Colleges,"Medical Center, Sacramento3",0,1,0,0,0,0,0
California,Universities and Colleges,Ventura County Community College District,1,0,0,0,0,0,33976
California,Metropolitan Counties,,51,12,17,0,0,3,0
California,Metropolitan Counties,Alameda,1,0,1,0,0,0,0
California,Metropolitan Counties,Contra Costa,1,0,0,0,0,0,0
California,Metropolitan Counties,El Dorado,2,0,0,0,0,0,0
California,Metropolitan Counties,Fresno,1,0,1,0,0,0,0
California,Metropolitan Counties,Kern,2,0,0,0,0,0,0
California,Metropolitan Counties,Los Angeles,6,5,4,0,0,0,0
California,Metropolitan Counties,Marin,0,1,0,0,0,0,0
California,Metropolitan Counties,Monterey,1,0,0,0,0,0,0
California,Metropolitan Counties,Riverside,1,0,0,0,0,0,0
California,Metropolitan Counties,Sacramento,8,1,1,0,0,1,0
California,Metropolitan Counties,San Bernardino,2,1,0,0,0,0,0
California,Metropolitan Counties,San Diego,7,0,7,0,0,0,0
California,Metropolitan Counties,San Luis Obispo,3,0,0,0,0,0,0
California,Metropolitan Counties,San Mateo,0,1,0,0,0,0,0
California,Metropolitan Counties,Santa Barbara,2,0,2,0,0,0,0
California,Metropolitan Counties,Santa Clara,1,0,0,0,0,2,0
California,Metropolitan Counties,Santa Cruz,1,1,0,0,0,0,0
California,Metropolitan Counties,Solano,1,0,0,0,0,0,0
California,Metropolitan Counties,Sonoma,4,0,1,0,0,0,0
California,Metropolitan Counties,Stanislaus,1,0,0,0,0,0,0
California,Metropolitan Counties,Sutter,0,1,0,0,0,0,0
California,Metropolitan Counties,Ventura,2,1,0,0,0,0,0
California,Metropolitan Counties,Yuba,4,0,0,0,0,0,0
California,Nonmetropolitan Counties,,3,1,2,0,0,0,0
California,Nonmetropolitan Counties,Calaveras,1,0,0,0,0,0,0
California,Nonmetropolitan Counties,Lake,0,1,1,0,0,0,0
California,Nonmetropolitan Counties,Mendocino,1,0,0,0,0,0,0
California,Nonmetropolitan Counties,Nevada,0,0,1,0,0,0,0
California,Nonmetropolitan Counties,Plumas,1,0,0,0,0,0,0
California,Other Agencies,,6,0,6,0,0,0,0
California,Other Agencies,Department of Parks and Recreation:,,,,,,,0
California,Other Agencies,Marin County,1,0,0,0,0,0,0
California,Other Agencies,Oceano Dunes,0,0,1,0,0,0,0
California,Other Agencies,Los Angeles Transportation Services Bureau,3,0,3,0,0,0,0
California,Other Agencies,Port of San Diego Harbor,0,0,1,0,0,0,0
California,Other Agencies,San Francisco Bay Area Rapid Transit:  ,,,,,,,0
California,Other Agencies,Alameda County,1,0,0,0,0,0,0
California,Other Agencies,San Francisco County,1,0,1,0,0,0,0
Colorado,Total,,61,26,18,1,1,1,0
Colorado,Cities,,49,16,13,1,1,1,0
Colorado,Cities,Arvada,1,0,1,0,0,0,119346
Colorado,Cities,Aspen,1,0,0,0,0,0,6906
Colorado,Cities,Aurora,14,3,1,0,0,0,368018
Colorado,Cities,Boulder,2,1,0,0,0,0,109722
Colorado,Cities,Brighton,0,0,1,0,0,0,39099
Colorado,Cities,Broomfield,1,0,0,0,0,0,68158
Colorado,Cities,Canon City,0,1,0,0,0,0,16723
Colorado,Cities,Castle Rock,2,0,0,0,0,0,59337
Colorado,Cities,Centennial,2,0,0,0,0,0,111416
Colorado,Cities,Colorado Springs,0,1,0,0,0,0,472958
Colorado,Cities,Delta2,0,0,0,1,1,0,8925
Colorado,Cities,Denver,9,2,6,0,0,0,706616
Colorado,Cities,Durango,0,1,0,0,0,0,18801
Colorado,Cities,Englewood,2,0,0,0,0,0,34709
Colorado,Cities,Fruita,0,0,1,0,0,0,12971
Colorado,Cities,Golden,1,0,0,0,0,0,20948
Colorado,Cities,Grand Junction,0,1,1,0,0,0,62352
Colorado,Cities,Greeley,3,0,0,0,0,0,105906
Colorado,Cities,Idaho Springs,1,0,0,0,0,0,1751
Colorado,Cities,Lafayette,0,1,0,0,0,0,28939
Colorado,Cities,Lakewood,3,0,1,0,0,0,156344
Colorado,Cities,Littleton,0,3,0,0,0,0,47112
Colorado,Cities,Longmont2,1,0,0,0,0,1,93979
Colorado,Cities,Loveland,1,0,1,0,0,0,78671
Colorado,Cities,Monument,1,0,0,0,0,0,6644
Colorado,Cities,Northglenn,0,1,0,0,0,0,39520
Colorado,Cities,Pueblo,2,0,0,0,0,0,110872
Colorado,Cities,Steamboat Springs,0,1,0,0,0,0,12799
Colorado,Cities,Trinidad,1,0,0,0,0,0,7961
Colorado,Cities,Windsor,1,0,0,0,0,0,23523
Colorado,Universities and Colleges,,3,1,0,0,0,0,0
Colorado,Universities and Colleges,"Colorado State University, Fort Collins",3,0,0,0,0,0,31856
Colorado,Universities and Colleges,"University of Colorado, Boulder",0,1,0,0,0,0,33977
Colorado,Metropolitan Counties,,9,8,3,0,0,0,0
Colorado,Metropolitan Counties,Adams,1,0,0,0,0,0,0
Colorado,Metropolitan Counties,Arapahoe,3,3,0,0,0,0,0
Colorado,Metropolitan Counties,Boulder,0,3,0,0,0,0,0
Colorado,Metropolitan Counties,Douglas,1,0,0,0,0,0,0
Colorado,Metropolitan Counties,El Paso,2,0,1,0,0,0,0
Colorado,Metropolitan Counties,Jefferson,1,1,1,0,0,0,0
Colorado,Metropolitan Counties,Larimer,0,1,0,0,0,0,0
Colorado,Metropolitan Counties,Mesa,1,0,1,0,0,0,0
Colorado,Nonmetropolitan Counties,,0,1,2,0,0,0,0
Colorado,Nonmetropolitan Counties,Garfield,0,0,1,0,0,0,0
Colorado,Nonmetropolitan Counties,Huerfano,0,1,0,0,0,0,0
Colorado,Nonmetropolitan Counties,Routt,0,0,1,0,0,0,0
Connecticut,Total,,66,23,22,0,0,1,0
Connecticut,Cities,,60,23,19,0,0,1,0
Connecticut,Cities,Avon,1,0,0,0,0,0,18397
Connecticut,Cities,Berlin,1,2,0,0,0,0,20601
Connecticut,Cities,Bethel,3,0,0,0,0,0,19796
Connecticut,Cities,Bloomfield,0,0,2,0,0,0,20667
Connecticut,Cities,Bridgeport2,5,0,2,0,0,0,146110
Connecticut,Cities,Brookfield,1,0,0,0,0,0,17203
Connecticut,Cities,Cheshire,0,0,2,0,0,0,29282
Connecticut,Cities,Clinton,1,0,0,0,0,0,12915
Connecticut,Cities,Danbury,4,0,1,0,0,0,85614
Connecticut,Cities,Darien,1,0,0,0,0,0,21910
Connecticut,Cities,East Haven,1,0,0,0,0,0,28739
Connecticut,Cities,East Windsor,1,0,0,0,0,0,11383
Connecticut,Cities,Enfield,1,0,0,0,0,0,44321
Connecticut,Cities,Groton,1,0,0,0,0,0,9093
Connecticut,Cities,Groton Town,1,0,0,0,0,0,29524
Connecticut,Cities,Guilford,0,0,1,0,0,0,22259
Connecticut,Cities,Hartford,2,1,1,0,0,0,122891
Connecticut,Cities,Manchester,2,0,2,0,0,0,57808
Connecticut,Cities,Meriden,0,0,1,0,0,0,59417
Connecticut,Cities,Middletown,5,2,1,0,0,0,46363
Connecticut,Cities,New Britain,0,1,0,0,0,0,72442
Connecticut,Cities,New Haven,4,2,3,0,0,1,129953
Connecticut,Cities,New London,0,0,1,0,0,0,26880
Connecticut,Cities,New Milford,1,0,0,0,0,0,26993
Connecticut,Cities,North Branford,0,1,0,0,0,0,14163
Connecticut,Cities,North Haven,0,0,1,0,0,0,23646
Connecticut,Cities,Norwich,0,1,0,0,0,0,39393
Connecticut,Cities,Old Saybrook,3,0,0,0,0,0,10070
Connecticut,Cities,Orange,2,1,0,0,0,0,13904
Connecticut,Cities,Rocky Hill,2,0,0,0,0,0,20189
Connecticut,Cities,Southington,1,0,0,0,0,0,43769
Connecticut,Cities,Stamford,3,3,0,0,0,0,130189
Connecticut,Cities,Torrington,4,1,0,0,0,0,34372
Connecticut,Cities,Trumbull,4,4,1,0,0,0,36265
Connecticut,Cities,Waterbury,0,1,0,0,0,0,107924
Connecticut,Cities,West Hartford,1,0,0,0,0,0,62812
Connecticut,Cities,Westport,1,0,0,0,0,0,28079
Connecticut,Cities,Willimantic,1,0,0,0,0,0,17768
Connecticut,Cities,Wilton,1,2,0,0,0,0,18643
Connecticut,Cities,Windsor,1,0,0,0,0,0,28836
Connecticut,Cities,Woodbridge,0,1,0,0,0,0,8816
Connecticut,Universities and Colleges,,3,0,0,0,0,0,0
Connecticut,Universities and Colleges,Yale University,3,0,0,0,0,0,12458
Connecticut,State Police Agencies,,2,0,3,0,0,0,0
Connecticut,State Police Agencies,Connecticut State Police,2,0,3,0,0,0,0
Connecticut,Tribal Agencies,,1,0,0,0,0,0,0
Connecticut,Tribal Agencies,Mohegan Tribal,1,0,0,0,0,0,0
Delaware,Total,,14,8,6,0,0,1,0
Delaware,Cities,,2,0,4,0,0,1,0
Delaware,Cities,Dewey Beach,0,0,1,0,0,0,386
Delaware,Cities,New Castle,0,0,1,0,0,0,5362
Delaware,Cities,Rehoboth Beach,1,0,1,0,0,1,1516
Delaware,Cities,Wilmington,1,0,1,0,0,0,71552
Delaware,Universities and Colleges,,4,1,1,0,0,0,0
Delaware,Universities and Colleges,University of Delaware,4,1,1,0,0,0,23009
Delaware,Metropolitan Counties,,2,4,0,0,0,0,0
Delaware,Metropolitan Counties,New Castle County Police Department,2,4,0,0,0,0,0
Delaware,State Police Agencies,,4,2,0,0,0,0,0
Delaware,State Police Agencies,State Police:,,,,,,,0
Delaware,State Police Agencies,Kent County,2,1,0,0,0,0,0
Delaware,State Police Agencies,New Castle County,2,1,0,0,0,0,0
Delaware,Other Agencies,,2,1,1,0,0,0,0
Delaware,Other Agencies,Fish and Wildlife,1,0,0,0,0,0,0
Delaware,Other Agencies,River and Bay Authority,1,0,0,0,0,0,0
Delaware,Other Agencies,State Capitol Police,0,1,1,0,0,0,0
District of Columbia,Total,,108,14,57,1,0,13,0
District of Columbia,Cities,,87,12,56,1,0,13,0
District of Columbia,Cities,Washington,87,12,56,1,0,13,693972
District of Columbia,Other Agencies,,21,2,1,0,0,0,0
District of Columbia,Other Agencies,Metro Transit Police,21,2,1,0,0,0,0
Florida,Total,,70,43,32,0,0,0,0
Florida,Cities,,42,33,26,0,0,0,0
Florida,Cities,Boca Raton,0,1,0,0,0,0,98069
Florida,Cities,Clearwater,1,0,0,0,0,0,115295
Florida,Cities,Cooper City,0,1,0,0,0,0,36694
Florida,Cities,Coral Gables,1,0,0,0,0,0,51487
Florida,Cities,Davie,4,3,0,0,0,0,103555
Florida,Cities,Deerfield Beach,2,0,0,0,0,0,80552
Florida,Cities,Delray Beach,0,1,0,0,0,0,68533
Florida,Cities,Fort Lauderdale,2,2,2,0,0,0,180972
Florida,Cities,Fort Myers,1,1,1,0,0,0,79918
Florida,Cities,Gainesville,0,1,0,0,0,0,132777
Florida,Cities,Hollywood,0,0,1,0,0,0,153893
Florida,Cities,Homestead,1,1,2,0,0,0,69276
Florida,Cities,Jacksonville,3,2,1,0,0,0,894638
Florida,Cities,Key Biscayne,0,0,1,0,0,0,13127
Florida,Cities,Key West,0,0,1,0,0,0,27399
Florida,Cities,Lake City,1,0,0,0,0,0,12326
Florida,Cities,Largo,1,2,0,0,0,0,83728
Florida,Cities,Lauderdale-by-the-Sea,1,0,0,0,0,0,6589
Florida,Cities,Leesburg,1,0,0,0,0,0,22763
Florida,Cities,Mangonia Park,0,0,1,0,0,0,2009
Florida,Cities,Miami Beach,0,7,9,0,0,0,92571
Florida,Cities,Miami Gardens,0,2,0,0,0,0,114008
Florida,Cities,New Port Richey,1,0,0,0,0,0,16388
Florida,Cities,North Miami,1,0,0,0,0,0,62543
Florida,Cities,Oakland Park,2,1,1,0,0,0,44814
Florida,Cities,Ocala,0,0,1,0,0,0,59731
Florida,Cities,Orlando,2,0,3,0,0,0,283982
Florida,Cities,Palm Bay,1,0,1,0,0,0,111275
Florida,Cities,Pompano Beach,2,1,0,0,0,0,111027
Florida,Cities,Port St. Lucie,0,0,1,0,0,0,188652
Florida,Cities,Rockledge,1,0,0,0,0,0,27432
Florida,Cities,St. Augustine,1,0,0,0,0,0,14500
Florida,Cities,Sunrise,1,1,0,0,0,0,95342
Florida,Cities,Tampa,3,0,0,0,0,0,384360
Florida,Cities,Titusville,5,0,0,0,0,0,46425
Florida,Cities,Weston,1,2,0,0,0,0,70796
Florida,Cities,West Palm Beach,2,0,0,0,0,0,109459
Florida,Cities,Wilton Manors,0,3,0,0,0,0,12861
Florida,Cities,Winter Park,0,1,0,0,0,0,30602
Florida,Universities and Colleges,,1,2,1,0,0,0,0
Florida,Universities and Colleges,Florida Gulf Coast University,0,1,0,0,0,0,14821
Florida,Universities and Colleges,Tallahassee Community College,0,1,0,0,0,0,12200
Florida,Universities and Colleges,"University of South Florida, Tampa",1,0,0,0,0,0,42861
Florida,Universities and Colleges,University of West Florida,0,0,1,0,0,0,12966
Florida,Metropolitan Counties,,25,8,5,0,0,0,0
Florida,Metropolitan Counties,Alachua,1,0,0,0,0,0,0
Florida,Metropolitan Counties,Broward,1,0,0,0,0,0,0
Florida,Metropolitan Counties,Charlotte,1,0,0,0,0,0,0
Florida,Metropolitan Counties,Clay,1,1,0,0,0,0,0
Florida,Metropolitan Counties,Collier,0,1,0,0,0,0,0
Florida,Metropolitan Counties,Hillsborough,0,1,0,0,0,0,0
Florida,Metropolitan Counties,Lake,1,0,0,0,0,0,0
Florida,Metropolitan Counties,Lee,4,1,1,0,0,0,0
Florida,Metropolitan Counties,Leon,1,0,0,0,0,0,0
Florida,Metropolitan Counties,Martin,1,0,0,0,0,0,0
Florida,Metropolitan Counties,Miami-Dade,0,0,1,0,0,0,0
Florida,Metropolitan Counties,Okaloosa,1,0,0,0,0,0,0
Florida,Metropolitan Counties,Orange,2,0,0,0,0,0,0
Florida,Metropolitan Counties,Osceola,2,1,1,0,0,0,0
Florida,Metropolitan Counties,Palm Beach,1,1,0,0,0,0,0
Florida,Metropolitan Counties,Pasco,3,0,0,0,0,0,0
Florida,Metropolitan Counties,Pinellas,0,1,0,0,0,0,0
Florida,Metropolitan Counties,Santa Rosa,0,0,1,0,0,0,0
Florida,Metropolitan Counties,Sarasota,0,1,0,0,0,0,0
Florida,Metropolitan Counties,Seminole,1,0,1,0,0,0,0
Florida,Metropolitan Counties,St. Johns,3,0,0,0,0,0,0
Florida,Metropolitan Counties,Volusia,1,0,0,0,0,0,0
